ID;TERMS (PT-NPT);RELATIONS;PT;MT
3854;salariat;;;4411 piaţa muncii
4557;salariat comunitar;USE;lucrător (UE);4411 piaţa muncii
506;salariat cu două locuri de muncă;;;4406 locuri de muncă
4557;salariat intracomunitar;USE;lucrător (UE);4411 piaţa muncii
3843;salariu;USE;plată;4421 managementul şi remuneraţia angajaţilor
3845;salariu după cantitatea de muncă;;;4421 managementul şi remuneraţia angajaţilor
3850;salariu garantat;USE;salariu minim;4421 managementul şi remuneraţia angajaţilor
4820;salariu mic;;;4421 managementul şi remuneraţia angajaţilor
3850;salariu minim;;;4421 managementul şi remuneraţia angajaţilor
3849;salariu pentru munci casnice;;;4421 managementul şi remuneraţia angajaţilor
3847;salariu plătit cu ora;;;4421 managementul şi remuneraţia angajaţilor
1604;salată verde;USE;legume cu frunze;6006 produse de origine vegetală
416;salinizare;USE;deșertificare;5216 degradarea mediului înconjurător
c_28750470;salmoneloză;USE;boală cu transmitere prin alimente;2841 sănătate
687;salt salarial;USE;remunerare egală;4421 managementul şi remuneraţia angajaţilor
6569;salubritatea alimentelor;USE;siguranță alimentară;2841 sănătate
6569;salubritatea produselor alimentare;USE;siguranță alimentară;2841 sănătate
5309;salubrizarea edificiilor;USE;siguranța construcțiilor;2846 construcţii şi urbanism
c_f7430876;salvare aeromaritimă;USE;căutare și salvare;0811 politici de cooperare
c_f7430876;salvare montană;USE;căutare și salvare;0811 politici de cooperare
1743;salvgardarea păcii;USE;menținerea păcii;0816 securitate internațională
853;sală de gimnastică;USE;bază sportivă;2826 viaţă socială
3335;sală de jocuri;;;2826 viaţă socială
3335;sală de jocuri de noroc;USE;sală de jocuri;2826 viaţă socială
3866;sancțiune (UE);;;1011 dreptul Uniunii Europene
3862;sancțiune administrativă;;;0436 putere executivă şi administraţie publică
3866;sancțiune financiară a UE;USE;sancțiune (UE);1011 dreptul Uniunii Europene
1549;sancțiune pecuniară;USE;amendă;1216 drept penal
c_1c478aa5;sancțiune sau măsură restrictivă a UE;USE;măsură restrictivă a UE;1016 construcţie europeană
3862;sancțiuni administrative;USE;sancțiune administrativă;0436 putere executivă şi administraţie publică
3866;sancțiuni comunitare;USE;sancțiune (UE);1011 dreptul Uniunii Europene
3870;sancțiuni economice;;;0806 politică internaţională
3483;sancțiuni internaționale;;;0806 politică internaţională
5124;sancțiuni militare;;;0806 politică internaţională
414;sarcini de serviciu;USE;fișa de atribuții pe post;4421 managementul şi remuneraţia angajaţilor
5070;sarcină administrativă;USE;formalități birocratice;0436 putere executivă şi administraţie publică
5388;sarcină axială;;;4811 organizarea transporturilor
3758;sare;;;6611 industrie carboniferă şi minieră
4062;sare chimică;;;6811 chimie
4062;sare de amoniu;USE;sare chimică;6811 chimie
507;sat;USE;așezare rurală;2846 construcţii şi urbanism
3905;satelit;;;4826 transport aerian şi spaţial
3905;satelit artificial;USE;satelit;4826 transport aerian şi spaţial
30;satelit de comunicații;USE;comunicații prin satelit;3226 comunicaţii
30;satelit de telecomunicații;USE;comunicații prin satelit;3226 comunicaţii
30;satelit european de comunicații;USE;comunicații prin satelit;3226 comunicaţii
6010;satisfacerea clienților;USE;clienți;2036 distribuţie comercială
3907;satisfacție profesională;;;4416 organizarea muncii şi a condiţiilor de muncă
3907;satisfacție în muncă;USE;satisfacție profesională;4416 organizarea muncii şi a condiţiilor de muncă
1104;sbrinz;USE;brânzeturi din pastă dură;6016 produse agricole procesate
4818;scală de prețuri;USE;listă de prețuri;2451 preţuri
c_b9c60592;scandiu;USE;pământuri rare;6811 chimie
6192;scanner;;;3236 informatică şi procesarea datelor
625;scară de salarizare;;;4421 managementul şi remuneraţia angajaţilor
625;scară mobilă de salarizare;USE;scară de salarizare;4421 managementul şi remuneraţia angajaţilor
5447;scară rulantă;USE;ascensor;6831 construcţii şi lucrări publice
434880;schema UE de comercializare a certificatelor de emisii;;;5206 politica mediului înconjurător
2391;schemă de planificare urbană;USE;hartă de planificare urbană;2846 construcţii şi urbanism
c_8b0ac3e2;schemă de plăți directe;USE;plăți directe din partea UE;5606 politică agricolă
3200;schimb cultural;USE;relații culturale;2831 cultură şi religie
5122;schimb de cercetători;USE;schimb științific;0811 politici de cooperare
6544;schimb de generații;USE;întinerirea populației;2816 demografie şi populaţie
616;schimb de informații;;;3231 informaţia şi prelucrarea informaţiei
1946;schimb de personal;USE;mobilitatea forței de muncă;4411 piaţa muncii
5033;schimb de produse;USE;impozit comunitar;2006 politică comercială
617;schimb de publicații;;;3221 documentare
3339;schimb de turiști;;;2826 viaţă socială
5176;schimb de vizite între profesori;USE;schimb interșcolar;3206 educaţie
5176;schimb de vizite între studenți;USE;schimb interșcolar;3206 educaţie
5176;schimb de vizite între școlari;USE;schimb interșcolar;3206 educaţie
5176;schimb interșcolar;;;3206 educaţie
2151;schimb valutar;USE;tranzacție de schimb valutar;2416 instituţii financiare şi de credit
3189;schimb în compensație;;;2016 comerţ
5122;schimb științific;;;0811 politici de cooperare
5483;schimbare a sistemului politic;USE;schimbarea regimului politic;0406 conjunctură politică
5482;schimbare climatică;;;5216 degradarea mediului înconjurător
c_ba4acdb2;schimbare de sex;USE;reatribuire de gen;1236 drepturile individului
5382;schimbare socială;;;2826 viaţă socială
3523;schimbarea locului de muncă;;;4406 locuri de muncă
5483;schimbarea regimului politic;;;0406 conjunctură politică
5840;schimbarea sistemului economic;USE;reformă economică;1621 structură economică
620;schimburi comerciale între grupuri de state;;;2021 comerţ internaţional
5297;schimburi culturale pentru tineri;;;2831 cultură şi religie
3224;schimburi interindustriale;USE;relații interindustriale;6806 politică industrială
5482;schimbări climatice;USE;schimbare climatică;5216 degradarea mediului înconjurător
601;schnapps;USE;spirtoase;6021 băuturi şi zahăr
3004;scindarea companiilor;USE;divizarea întreprinderii;4006 organizarea afacerilor
5305;scintigrafie;USE;diagnostic medical;2841 sănătate
3964;sciziune politică;;;0411 partide politice
857;sclavie;;;1236 drepturile individului
5933;sclavie albă;USE;trafic de ființe umane;1216 drept penal
5719;scleroză multiplă;USE;boli neurologice;2841 sănătate
5719;scleroză în plăci;USE;boli neurologice;2841 sănătate
c_623f2583;scoică St. Jacques;USE;moluscă bivalvă;5641 pescuit
858;scontare;;;2416 instituţii financiare şi de credit
3601;scriitor;USE;profesii literare;2831 cultură şi religie
3115;scrisoare de transport;USE;document de transport;4806 politica transporturilor
242;scrisori;USE;corespondență;3221 documentare
2560;scroafă;USE;porcine;5626 tehnologie agricolă
4701;scrutin de balotaj;;;0416 procedură electorală şi vot
4765;scrutin deschis;;;0416 procedură electorală şi vot
3982;scrutin pentru un singur canditat;USE;sistem de vot uninominal;0416 procedură electorală şi vot
2205;scule electice portabile;USE;unelte manuale;6846 industrii diverse
3598;sculptor;USE;profesii artistice;2831 cultură şi religie
5882;sculptură;;;2831 cultură şi religie
3235;scurgere de capital;;;2421 libera circulaţie a capitalului
345;scurgeri industriale;USE;deșeuri industriale;5216 degradarea mediului înconjurător
686;scurgeri radioactive;;;5216 degradarea mediului înconjurător
4653;scuter;USE;vehicul pe două roți;4816 transport terestru
5647;scutire de taxa pentru călători;USE;franciză fiscală;2446 fiscalitate
935;scutire de taxe;;;2446 fiscalitate
932;scutire de taxe vamale;;;2011 politică tarifară
1091;scutire de taxe vamale de import;USE;franciză vamală;2011 politică tarifară
1091;scutire vamală;USE;franciză vamală;2011 politică tarifară
4115;scădere de capital;USE;creștere de capital;4006 organizarea afacerilor
4623;scăderea prețurilor;USE;reducere de preț;2451 preţuri
4059;secară;;;6006 produse de origine vegetală
3988;secetă;;;5216 degradarea mediului înconjurător
3839;sechestrare de avere;USE;sechestru bunuri;1221 justiţie
3945;sechestrare de persoane;;;1216 drept penal
435061;sechestrarea carbonului;USE;captarea și stocarea dioxidului de carbon;6411 tehnologie şi reglementări tehnice
3839;sechestru;USE;sechestru bunuri;1221 justiţie
3839;sechestru bunuri;;;1221 justiţie
3839;sechestru prin ordin judecătoresc;USE;sechestru bunuri;1221 justiţie
3994;secret bancar;;;2416 instituţii financiare şi de credit
5884;secret de stat;;;3231 informaţia şi prelucrarea informaţiei
3997;secret industrial;;;6411 tehnologie şi reglementări tehnice
6379;secret militar;;;0821 apărare
4000;secret profesional;;;4426 dreptul muncii şi relaţii de muncă
3583;secretar;USE;personal pentru secretariat;4006 organizarea afacerilor
3583;secretar executiv;USE;personal pentru secretariat;4006 organizarea afacerilor
4178;secretar general unei instituții;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
5885;secretariatul unei instituții;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
3296;secte religioase;;;2831 cultură şi religie
5886;sector agricol;;;1621 structură economică
4013;sector cuaternar;;;1621 structură economică
c_165899a6;sector de bunuri și servicii de mediu;USE;industrie de mediu;5206 politica mediului înconjurător
830;sector de stat;USE;sector public;4011 categorii de societăţi comerciale
4006;sector economic;;;1621 structură economică
4016;sector industrial;USE;sector secundar;1621 structură economică
6783;sector noncomercial;;;1621 structură economică
4008;sector primar;;;1621 structură economică
829;sector privat;;;4011 categorii de societăţi comerciale
830;sector public;;;4011 categorii de societăţi comerciale
4016;sector secundar;;;1621 structură economică
4021;sector terțiar;;;1621 structură economică
4021;sectorul serviciilor;USE;sector terțiar;1621 structură economică
c_4c441ea0;sectorul serviciilor de transport de numerar;USE;transport de numerar;4811 organizarea transporturilor
5181;securitate a datelor;USE;protecția datelor;3236 informatică şi procesarea datelor
c_c8c80a5b;securitate aeriană;USE;securitate aeronautică;4826 transport aerian şi spaţial
c_c8c80a5b;securitate aeronautică;;;4826 transport aerian şi spaţial
c_4523e1dd;securitate alimentară;;;2841 sănătate
c_04ae3ba8;securitate cibernetică;USE;securitatea sistemelor informatice;3236 informatică şi procesarea datelor
3453;securitate europeană;;;0816 securitate internațională
c_04ae3ba8;securitate informatică;USE;securitatea sistemelor informatice;3236 informatică şi procesarea datelor
3450;securitate internațională;;;0816 securitate internațională
8468;securitate juridică;USE;principiul securității juridice;1011 dreptul Uniunii Europene
4045;securitate națională;USE;siguranță publică;0431 politică şi securitate publică
4042;securitate nucleară;;;6621 industrie nucleară şi electrică
6927;securitate regională;;;0816 securitate internațională
4050;securitate socială;;;2836 protecţie socială
c_c8c80a5b;securitate în domeniul transporturilor aeriene;USE;securitate aeronautică;4826 transport aerian şi spaţial
c_c8c80a5b;securitatea aviației civile;USE;securitate aeronautică;4826 transport aerian şi spaţial
4042;securitatea centralelor nucleare;USE;securitate nucleară;6621 industrie nucleară şi electrică
c_57f3c49f;securitatea infrastructurii critice;;;0431 politică şi securitate publică
4042;securitatea instalațiilor nucleare;USE;securitate nucleară;6621 industrie nucleară şi electrică
4039;securitatea muncii;;;4416 organizarea muncii şi a condiţiilor de muncă
728;securitatea pieței financiare;;;2421 libera circulaţie a capitalului
4042;securitatea reactorului nuclear;USE;securitate nucleară;6621 industrie nucleară şi electrică
c_04ae3ba8;securitatea rețelelor și a internetului;USE;securitatea sistemelor informatice;3236 informatică şi procesarea datelor
c_04ae3ba8;securitatea sistemelor informatice;;;3236 informatică şi procesarea datelor
3993;securitatea statului;USE;infracțiuni contra securității statului;1216 drept penal
5067;secție de vot;;;0416 procedură electorală şi vot
3803;secțiune;;;6411 tehnologie şi reglementări tehnice
6391;sedimentologie;;;3606 ştiinţe naturale şi aplicate
442917;sediu administrativ;;;0436 putere executivă şi administraţie publică
4158;sediu central;;;4006 organizarea afacerilor
442917;sediu de organism public;USE;sediu administrativ;0436 putere executivă şi administraţie publică
442917;sediu de întreprindere publică;USE;sediu administrativ;0436 putere executivă şi administraţie publică
4158;sediu social;USE;sediu central;4006 organizarea afacerilor
1307;sediul firmei;;;4006 organizarea afacerilor
4180;sediul instituției;;;0431 politică şi securitate publică
458;segregație rasială;USE;discriminare rasială;1236 drepturile individului
4176;seismologie;;;3606 ştiinţe naturale şi aplicate
3408;selecția animaleleor;USE;creșterea animalelor;5631 activitate agricolă
4072;selecția elevilor;;;3206 educaţie
1475;selecția plantelor;USE;îngrijirea plantelor;5606 politică agricolă
2925;selecționare;USE;recoltă;5621 cultivarea terenurilor agricole
4084;seleniu;USE;semimetal;6816 metalurgie şi siderurgie
5316;selvă;USE;pădure tropicală;5636 silvicultură
1670;semantică;USE;lingvistică;3611 ştiinţe umaniste
50;semiconductor;USE;componente electronice;6826 electronică şi electrotehnică
4084;semimetal;;;6816 metalurgie şi siderurgie
4081;semințe;;;5626 tehnologie agricolă
252;semințe de bumbac;USE;bumbac;6006 produse de origine vegetală
4472;semințe de floarea soarelui;USE;floarea-soarelui;6006 produse de origine vegetală
1668;semințe de in;;;6006 produse de origine vegetală
2414;semințe de plante oleaginoase;USE;plante oleaginoase;6006 produse de origine vegetală
6042;semințe de rapiță;USE;ulei de semințe de rapiță;6006 produse de origine vegetală
3724;semințe de ricin;USE;ricin;6006 produse de origine vegetală
4210;semințe de soia;USE;soia;6006 produse de origine vegetală
4145;semințe de susan;USE;susan;6006 produse de origine vegetală
2780;semipreparate;USE;produse semifabricate;6806 politică industrială
c_57946f1a;semn religios;USE;simbol religios;2831 cultură şi religie
4162;semnalizare luminoasă;USE;indicatoare de circulație;4806 politica transporturilor
4162;semnalizare rutieră;USE;indicatoare de circulație;4806 politica transporturilor
469;semnalizarea vehiculului;USE;dispozitiv de semnalizare;4811 organizarea transporturilor
3466;semnarea unui acord;;;0806 politică internaţională
6370;semnătură electronică;;;2031 marketing
3878;sentință;USE;pedepse;1216 drept penal
6862;separare a bisericii de stat;USE;separare între biserică şi stat;0406 conjunctură politică
6862;separare între biserică şi stat;;;0406 conjunctură politică
3004;separarea companiilor;USE;divizarea întreprinderii;4006 organizarea afacerilor
4093;separație a puterilor;;;0406 conjunctură politică
3317;separație conjugală;USE;separație judiciară;2806 familie
3317;separație de bunuri;USE;separație judiciară;2806 familie
3317;separație de drept;USE;separație judiciară;2806 familie
3317;separație judiciară;;;2806 familie
6124;septicemie hemoragică virală;USE;boli ale peștilor;5631 activitate agricolă
4095;sericicultură;;;5631 activitate agricolă
5358;server;USE;serviciu de date on line;3236 informatică şi procesarea datelor
5893;server de rețea;;;3236 informatică şi procesarea datelor
4104;service de garanție;;;2031 marketing
4099;servicii;;;2026 consum
2149;servicii bancare;USE;activitate bancară;2416 instituţii financiare şi de credit
4795;servicii bancare de investiții;USE;bancă de investiții;2416 instituţii financiare şi de credit
4118;servicii bancare derulate prin oficiile poștale;USE;servicii financiare ale oficiilor poștale;2416 instituţii financiare şi de credit
3248;servicii bancare electronice;;;2416 instituţii financiare şi de credit
3248;servicii bancare la domiciliu și la sediu;USE;servicii bancare electronice;2416 instituţii financiare şi de credit
6855;servicii de asistență la sol;USE;asistență la sol;4826 transport aerian şi spaţial
4143;servicii de asistență socială;USE;servicii sociale;2836 protecţie socială
4771;servicii de consultanță agricolă;;;5611 producţie agricolă
4768;servicii de călătorie asociate;USE;pachet de servicii turistice;2826 viaţă socială
6369;servicii de interes general;;;2026 consum
4116;servicii de sănătate;USE;servicii medicale;2841 sănătate
3057;servicii de urgență;USE;apărare civilă;0431 politică şi securitate publică
4741;servicii de întreținere a drumurilor;USE;departament pentru administrarea drumurilor;2846 construcţii şi urbanism
8469;servicii financiare;;;2416 instituţii financiare şi de credit
4118;servicii financiare ale oficiilor poștale;;;2416 instituţii financiare şi de credit
4116;servicii medicale;;;2841 sănătate
4133;servicii poștale;;;3226 comunicaţii
2566;servicii poștale și de telecomunicații;;;3226 comunicaţii
5888;servicii private de pază;;;6846 industrii diverse
4143;servicii sociale;;;2836 protecţie socială
6369;servicii utilitare;USE;servicii de interes general;2026 consum
3582;serviciu administrativ;USE;personal administrativ;4006 organizarea afacerilor
4505;serviciu aerian;USE;transport aerian;4826 transport aerian şi spaţial
4547;serviciu cu normă întreagă;USE;normă întreagă;4406 locuri de muncă
c_433922a6;serviciu de cloud;USE;cloud computing;3236 informatică şi procesarea datelor
5358;serviciu de date on line;;;3236 informatică şi procesarea datelor
5356;serviciu de documentare;USE;centru de documentare;3221 documentare
4366;serviciu de informare;USE;sistem de documentare;3221 documentare
4140;serviciu de informații;USE;serviciu secret;0821 apărare
3010;serviciu de mesagerie electronică;USE;poștă electronică;3226 comunicaţii
4113;serviciu de plasare a forței de muncă;USE;birou de angajare;4411 piaţa muncii
c_ccac12ef;serviciu de roaming;USE;roaming;3226 comunicaţii
3367;serviciu diplomatic;USE;reprezentare diplomatică;0806 politică internaţională
4122;serviciu fară concurență;USE;serviciu gratuit;2026 consum
4122;serviciu gratuit;;;2026 consum
4127;serviciu militar;;;0821 apărare
4106;serviciu militar civil;;;0821 apărare
3444;serviciu militar feminin;;;0821 apărare
3445;serviciu militar voluntar;;;0821 apărare
5894;serviciu național de sănătate;;;2841 sănătate
4547;serviciu permanent;USE;normă întreagă;4406 locuri de muncă
4131;serviciu plătit;;;2026 consum
4136;serviciu public;;;0436 putere executivă şi administraţie publică
6894;serviciu public digital;USE;administrație electronică;0436 putere executivă şi administraţie publică
4140;serviciu secret;;;0821 apărare
4547;serviciu stabil;USE;normă întreagă;4406 locuri de muncă
7136;serviciu universal;;;2026 consum
4113;serviciul forțelor de muncă;USE;birou de angajare;4411 piaţa muncii
8542;serviciul lingvistic comunitar;USE;administrator;1006 Instituțiile Uniunii Europene și funcția publică europeană
3938;servitute;;;1211 drept civil
4147;sesiune parlamentară;;;0426 dezbateri parlamentare
c_bf1e2c81;set mare de date;USE;volume mari de date;3231 informaţia şi prelucrarea informaţiei
3248;sevicii bancare la domiciliu;USE;servicii bancare electronice;2416 instituţii financiare şi de credit
7389;sex;USE;sexualitate;3611 ştiinţe umaniste
454;sexism;USE;discriminare sexuală;1236 drepturile individului
7389;sexualitate;;;3611 ştiinţe umaniste
2323;sezon de pescuit;;;5641 pescuit
3128;sezon de vânătoare;USE;reglementări privind vânătoarea;5206 politica mediului înconjurător
1607;sfeclă;USE;legume rădăcinoase;6006 produse de origine vegetală
4858;sfeclă de zahăr;;;6006 produse de origine vegetală
4857;sfeclă furajeră;;;6006 produse de origine vegetală
5289;siderurgie;;;6816 metalurgie şi siderurgie
8414;sigiliu;USE;ștampilă oficială;3221 documentare
6569;siguranța alimentației;USE;siguranță alimentară;2841 sănătate
6569;siguranța alimentelor;USE;siguranță alimentară;2841 sănătate
4025;siguranța aprovizionării;;;2016 comerţ
6569;siguranța calitativă a alimentelor;USE;siguranță alimentară;2841 sănătate
5309;siguranța construcțiilor;;;2846 construcţii şi urbanism
c_28c51c2a;siguranța feroviară;;;4806 politica transporturilor
4039;siguranța la locul de muncă;USE;securitatea muncii;4416 organizarea muncii şi a condiţiilor de muncă
4029;siguranța locului de muncă;USE;garantarea locului de muncă;4406 locuri de muncă
4039;siguranța muncitorului;USE;securitatea muncii;4416 organizarea muncii şi a condiţiilor de muncă
5889;siguranța navei;USE;siguranță maritimă;4806 politica transporturilor
c_60d3928d;siguranța pacienților;;;2841 sănătate
4036;siguranța produsului;;;2026 consum
4033;siguranța transportului;;;4806 politica transporturilor
5887;siguranța transportului aerian;USE;siguranță aeriană;4806 politica transporturilor
5889;siguranța transportului pe mare;USE;siguranță maritimă;4806 politica transporturilor
5887;siguranță aeriană;;;4806 politica transporturilor
6569;siguranță alimentară;;;2841 sănătate
1833;siguranță electrică;USE;echipament electric;6826 electronică şi electrotehnică
5889;siguranță maritimă;;;4806 politica transporturilor
c_e0e4608a;siguranță nucleară;;;6621 industrie nucleară şi electrică
4047;siguranță pe drumurile publice;;;4806 politica transporturilor
5889;siguranță pe mare;USE;siguranță maritimă;4806 politica transporturilor
4045;siguranță publică;;;0431 politică şi securitate publică
4084;siliciu;USE;semimetal;6816 metalurgie şi siderurgie
1761;silicoză;USE;boli profesionale;4416 organizarea muncii şi a condiţiilor de muncă
6319;siloz;;;5626 tehnologie agricolă
4352;silvicultură;;;5636 silvicultură
6324;silvicultură durabilă;;;5636 silvicultură
6885;simbol al statului;;;0406 conjunctură politică
5312;simbol european;;;1016 construcţie europeană
c_57946f1a;simbol religios;;;2831 cultură şi religie
5070;simplificare a formalităților;USE;formalități birocratice;0436 putere executivă şi administraţie publică
5070;simplificare administrativă;USE;formalități birocratice;0436 putere executivă şi administraţie publică
6257;simplificare legislativă;;;1206 izvoarele şi ramurile dreptului
3181;simplificarea controlului vamal;USE;simplificarea formalităților vamale;2011 politică tarifară
3181;simplificarea formalităților vamale;;;2011 politică tarifară
5277;simpozion;USE;lucrări ale conferințelor;3221 documentare
6267;simulare;;;6416 cercetare şi proprietate intelectuală
3575;sindicalism;USE;sindicat;4426 dreptul muncii şi relaţii de muncă
3575;sindicat;;;4426 dreptul muncii şi relaţii de muncă
3573;sindicatul funcționarilor publici;;;4426 dreptul muncii şi relaţii de muncă
5172;sindrom imuno-deficitar dobândit;USE;SIDA;2841 sănătate
78;sinteză;;;3221 documentare
5653;sinti;USE;rom;2821 context social
4323;sinucidere;;;2826 viaţă socială
4170;sirop;;;6026 produs alimentar
4173;sisal;;;6006 produse de origine vegetală
6314;sistem agro-forestier;USE;agrosilvicultură;5616 exploataţii agricole
3736;sistem agroenergetic;USE;agroenergie;6606 politică energetică
3431;sistem antisatelit;USE;arme spațiale;0821 apărare
2488;sistem autonom al importurilor;USE;politica importurilor;2006 politică comercială
4356;sistem bancar;;;2416 instituţii financiare şi de credit
c_10aa91c7;sistem bancar islamic;USE;finanțele islamice;2426 investiţii şi finanţare
c_834b57c4;sistem bancar paralel;;;2421 libera circulaţie a capitalului
4950;sistem bipartit;USE;bipartidism;0406 conjunctură politică
2449;sistem comercial;USE;politici comerciale;2006 politică comercială
3140;sistem comunitar de management de mediu și audit;USE;monitorizarea mediului;5206 politica mediului înconjurător
4362;sistem contabil;;;1626 conturi naţionale
4369;sistem contabil european;;;1626 conturi naţionale
4372;sistem contabil standardizat;;;1626 conturi naţionale
3003;sistem de ajutorare;;;0811 politici de cooperare
3421;sistem de arme nucleare strategice;USE;arme nucleare strategice;0821 apărare
5272;sistem de catalogare;USE;catalogare;3221 documentare
c_e749c083;sistem de compensare și decontare;USE;sistem de plată;2421 libera circulaţie a capitalului
4361;sistem de comunicații;;;3226 comunicaţii
c_25fe24f4;sistem de comunicații mobile;USE;comunicații mobile;3226 comunicaţii
285;sistem de credit;USE;credit;2416 instituţii financiare şi de credit
4363;sistem de cultură;;;5621 cultivarea terenurilor agricole
c_e749c083;sistem de decontare a operațiunilor cu instrumente financiare;USE;sistem de plată;2421 libera circulaţie a capitalului
4366;sistem de documentare;;;3221 documentare
4358;sistem de exploatare agricolă;;;5616 exploataţii agricole
4355;sistem de finanțare specială pentru produsele minerale;USE;Sysmin-susținerea produselor miniere;1016 construcţie europeană
3025;sistem de guvernare;USE;sistem politic;0406 conjunctură politică
c_50fb9d42;sistem de identificare prin radiofrecvență;USE;identificare prin radiofrecvență;6411 tehnologie şi reglementări tehnice
4359;sistem de informații;;;3231 informaţia şi prelucrarea informaţiei
7218;sistem de informații geografice;;;3606 ştiinţe naturale şi aplicate
c_2ffe4574;sistem de monedă virtuală;USE;monedă virtuală;2411 economie monetară
1896;sistem de măsurare;USE;metrologie;3606 ştiinţe naturale şi aplicate
5919;sistem de operare;;;3236 informatică şi procesarea datelor
3751;sistem de pensii;;;2836 protecţie socială
1159;sistem de pescuit;USE;managementul pescuitului;5641 pescuit
5972;sistem de planificare și programare al bugetului;USE;planificare bugetară;2436 finanţe publice şi politică bugetară
c_e749c083;sistem de plată;;;2421 libera circulaţie a capitalului
8459;sistem de plată unică pe exploatație;USE;regim de plată unică;5606 politică agricolă
8459;sistem de plată unică pe suprafață;USE;regim de plată unică;5606 politică agricolă
c_e749c083;sistem de plată și decontare;USE;sistem de plată;2421 libera circulaţie a capitalului
8459;sistem de plăți unice;USE;regim de plată unică;5606 politică agricolă
2590;sistem de preferințe generalizat;USE;tarif preferențial generalizat;2006 politică comercială
2590;sistem de preferințe generalizate;USE;tarif preferențial generalizat;2006 politică comercială
2619;sistem de prime;USE;plata primelor;4421 managementul şi remuneraţia angajaţilor
5922;sistem de procesare a datelor;USE;sistem informatic;3236 informatică şi procesarea datelor
5865;sistem de rezervare;USE;rezervare;4811 organizarea transporturilor
3788;sistem de răcire a unui reactor;;;6621 industrie nucleară şi electrică
3875;sistem de telecomunicații fără fir;USE;radiotelecomunicații;3226 comunicaţii
c_e749c083;sistem de transfer de fonduri;USE;sistem de plată;2421 libera circulaţie a capitalului
c_e749c083;sistem de transfer de fonduri interbancare;USE;sistem de plată;2421 libera circulaţie a capitalului
6851;sistem de transport integrat;USE;sistem de transport inteligent;4811 organizarea transporturilor
6851;sistem de transport inteligent;;;4811 organizarea transporturilor
1953;sistem de vot;;;0416 procedură electorală şi vot
3981;sistem de vot majoritar;;;0416 procedură electorală şi vot
3977;sistem de vot pe liste;;;0416 procedură electorală şi vot
3982;sistem de vot pentru candidat independent;USE;sistem de vot uninominal;0416 procedură electorală şi vot
3977;sistem de vot plurinominal;USE;sistem de vot pe liste;0416 procedură electorală şi vot
3982;sistem de vot uninominal;;;0416 procedură electorală şi vot
4665;sistem de vânzare pe bază de comision în cadrul unei reuniuni;USE;vânzare la domiciliu;2031 marketing
5503;sistem de încălzire pentru mediul urban;USE;încălzire;6831 construcţii şi lucrări publice
4357;sistem de învățământ;;;3216 organizarea învăţământului
4871;sistem dublu-cameral;USE;parlament bicameral;0421 Parlament
3013;sistem economic;;;1621 structură economică
4367;sistem electoral;;;0416 procedură electorală şi vot
4368;sistem electoral comunitar;USE;sistem electoral european;0416 procedură electorală şi vot
4368;sistem electoral european;;;0416 procedură electorală şi vot
c_e749c083;sistem electronic de transfer de fonduri;USE;sistem de plată;2421 libera circulaţie a capitalului
3030;sistem expert;USE;inteligență artificială;3231 informaţia şi prelucrarea informaţiei
c_10aa91c7;sistem financiar islamic;USE;finanțele islamice;2426 investiţii şi finanţare
3025;sistem guvernamental;USE;sistem politic;0406 conjunctură politică
5922;sistem informatic;;;3236 informatică şi procesarea datelor
4359;sistem informatic automatizat;USE;sistem de informații;3231 informaţia şi prelucrarea informaţiei
5923;sistem juridic;;;1226 organizarea sistemului juridic
4017;sistem juridic al UE;;;1011 dreptul Uniunii Europene
4017;sistem juridic al Uniunii Europene;USE;sistem juridic al UE;1011 dreptul Uniunii Europene
4017;sistem juridic comunitar;USE;sistem juridic al UE;1011 dreptul Uniunii Europene
571;sistem juridic național;USE;drept național;1206 izvoarele şi ramurile dreptului
882;sistem monetar aur;USE;etalon aur;2406 relaţii monetare
4370;sistem monetar european;;;2406 relaţii monetare
4371;sistem monetar internațional;;;2406 relaţii monetare
4372;sistem național standard de contabilitate;USE;sistem contabil standardizat;1626 conturi naţionale
4359;sistem on-line;USE;sistem de informații;3231 informaţia şi prelucrarea informaţiei
3020;sistem parlamentar;;;0406 conjunctură politică
3962;sistem penitenciar;;;1216 drept penal
4247;sistem pentru stabilizarea veniturilor din export;USE;Stabex;1016 construcţie europeană
5921;sistem pentru îngrijirea sănătății;;;2841 sănătate
2020;sistem pluripartit;USE;multipartitism;0406 conjunctură politică
3025;sistem politic;;;0406 conjunctură politică
5764;sistem sanitar;USE;organizarea sistemului sanitar;2841 sănătate
4305;sistem social;USE;structură socială;2821 context social
2220;sistem transeuropean automat de transfer rapid cu decontare pe bază brută în timp real;USE;plată efectuată în interiorul UE;2411 economie monetară
1976;sistem unicameral;USE;parlament unicameral;0421 Parlament
2263;sistem unipartidist;USE;unipartidism;0406 conjunctură politică
2263;sistem unipartit;USE;unipartidism;0406 conjunctură politică
4357;sistem școlar;USE;sistem de învățământ;3216 organizarea învăţământului
1542;sistematizare rurală;USE;dezvoltare rurală;1616 regiuni şi politică regională
4619;sistematizare urbană;USE;urbanism;2846 construcţii şi urbanism
c_50fb9d42;sisteme RFID;USE;identificare prin radiofrecvență;6411 tehnologie şi reglementări tehnice
